"ClaveArticulo","Descripcion","ArticuloTipo","ArticuloGrupo","ArticuloClase","Almacenable","Identificacion","UMedInv","UMedVenta","UMedCpa","Precio","pctDescuento","UbicacionAlmacen","UbicacionClave"
"ELFKA01CR","ESPEJO LAT KA 01-04 CON CONTROL DER","14ESP","FORD","MTW","S","LIBRE","PZA","PZA","PZA",400,0,,
"ELFMU94EL","ESPEJO LAT MUSTANG 94-95 ELECTRICO IZQ","14ESP","FORD","MTW","S","Libre","PZA","PZA","PZA",800,0,"01","01"
"ELFMU94ER","ESPEJO LAT MUSTANG 94-95 ELECTRICO DER","14ESP","FORD","MTW","S","Libre","PZA","PZA","PZA",800,0,"01","01"
"ELFMU96EL","ESPEJO LAT MUSTANG 96-98 ELECTRICO IZQ","14ESP","FORD","MTW","S","Libre","PZA","PZA","PZA",800,0,"01","01"
"ELFMU96ER","ESPEJO LAT MUSTANG 96-98 ELECTRICO DER","14ESP","FORD","MTW","S","LIBRE","PZA","PZA","PZA",800,0,,
"ELFMU99EL","ESPEJO LAT MUSTANG 99-02 ELECTRICO IZQ","14ESP","FORD","MTW","S","Libre","PZA","PZA","PZA",1000,0,"01","01"
"ELFMU99ER","ESPEJO LAT MUSTANG 99-02 ELECTRICO DER","14ESP","FORD","MTW","S","Libre","PZA","PZA","PZA",1000,0,"01","01"
"ELFPU88A","ESPEJO LAT FORD PU 88-93 A. INOX SIN CONT LH=RH","14ESP","FORD","MTW","S","Libre","PZA","PZA","PZA",330,0,"01","01"
"ELFPU92CL","ESPEJO LAT FORD PU 92-96 XLT CROM SIN CONT IZQ","14ESP","FORD","MTW","S","Libre","PZA","PZA","PZA",400,0,"01","01"
"ELFPU92CR","ESPEJO LAT FORD PU 92-96 XLT CROM SIN CONT DER","14ESP","FORD","MTW","S","Libre","PZA","PZA","PZA",400,0,"01","01"
"ELFPU92ECL","ESPEJO LAT FORD PU 92-96 XLT CROM ELECTRICO IZQ","14ESP","FORD","MTW","S","Libre","PZA","PZA","PZA",800,0,"01","01"
"ELFPU92ECR","ESPEJO LAT FORD PU 92-96 XLT CROM ELECTRICO DER","14ESP","FORD","MTW","S","Libre","PZA","PZA","PZA",800,0,"01","01"
"ELFPU97CL","ESPEJO LAT FORD PU 97-03 LOBO CROM SIN CONT IZQ","14ESP","FORD","MTW","S","Libre","PZA","PZA","PZA",550,0,"01","01"
"ELFPU97CR","ESPEJO LAT FORD PU 97-03 LOBO CROM SIN CONT DER","14ESP","FORD","MTW","S","Libre","PZA","PZA","PZA",550,0,"01","01"
"ELFPU97ECL","ESPEJO LAT FORD PU 97-03 LOBO CROM ELECT IZQ","14ESP","FORD","MTW","S","Libre","PZA","PZA","PZA",800,0,"01","01"
"ELFPU97ECR","ESPEJO LAT FORD PU 97-03 LOBO CROM ELECT DER","14ESP","FORD","MTW","S","Libre","PZA","PZA","PZA",800,0,"01","01"
"ELFPU97ENL","ESPEJO LAT FORD PU 97-03 LOBO NEGRO ELECT IZQ","14ESP","FORD","MTW","S","Libre","PZA","PZA","PZA",800,0,"01","01"
"ELFPU97ENR","ESPEJO LAT FORD PU 97-03 LOBO NEGRO ELECT DER","14ESP","FORD","MTW","S","Libre","PZA","PZA","PZA",800,0,"01","01"
"ELFPU97L","ESPEJO LAT FORD PU 97-03 XL CUS NEGRO RECTANG IZQ","14ESP","FORD",,"S","LIBRE","PZA","PZA","PZA",650,0,"01","01"
"ELFPU97NL","ESPEJO LAT FORD PU 97-03 LOBO NEGRO SIN CONT IZQ","14ESP","FORD","MTW","S","Libre","PZA","PZA","PZA",550,0,"01","01"
"ELFPU97NR","ESPEJO LAT FORD PU 97-03 LOBO NEGRO SIN CONT DER","14ESP","FORD","MTW","S","Libre","PZA","PZA","PZA",550,0,"01","01"
"ELFPU97R","ESPEJO LAT FORD PU 97-03 XL CUS NEGRO RECTANG DER","14ESP","FORD",,"S","LIBRE","PZA","PZA","PZA",650,0,"01","01"
"ELFRA83NL","ESPEJO LAT RANGER 83-92 NEGRO SIN CONT IZQ","14ESP","FORD","MTW","S","Libre","PZA","PZA","PZA",200,0,"01","01"
"ELFRA83NR","ESPEJO LAT RANGER 83-92 NEGRO SIN CONT DER","14ESP","FORD","MTW","S","Libre","PZA","PZA","PZA",200,0,"01","01"
"ELFRA93EL","ESPEJO LAT RANGER 93-97 ELECTRICO IZQ","14ESP","FORD","MTW","S","LIBRE","PZA","PZA","PZA",1200,0,"01","01"
"ELFRA93ER","ESPEJO LAT RANGER 93-97 ELECTRICO DER","14ESP","FORD","MTW","S","LIBRE","PZA","PZA","PZA",1200,0,"01","01"
"ELFRA93L","ESPEJO LAT RANGER 93-97 SIN CONTROL IZQ","14ESP","FORD","MTW","S","Libre","PZA","PZA","PZA",400,0,"01","01"
"ELFRA93R","ESPEJO LAT RANGER 93-97 SIN CONTROL DER","14ESP","FORD","MTW","S","Libre","PZA","PZA","PZA",400,0,"01","01"
"ELFRA98EL","ESPEJO LAT RANGER 98-03 ELECTRICO IZQ","14ESP","FORD",,"S","LIBRE","PZA","PZA","PZA",1000,0,"01","01"
"ELFRA98ER","ESPEJO LAT RANGER 98-03 ELECTRICO DER","14ESP","FORD",,"S","LIBRE","PZA","PZA","PZA",1000,0,"01","01"
"ELFRA98L","zbaja","14ESP","FORD","MTW","S","Libre","PZA","PZA","PZA",400,0,"01","01"
"ELFRA98R","zbaja","14ESP","FORD","MTW","S","Libre","PZA","PZA","PZA",400,0,"01","01"
"ELFRA99L","ESPEJO LAT RANGER 99-03 SIN CONTROL IZQ *","14ESP","FORD","MTW","S","LIBRE","PZA","PZA","PZA",600,0,,
"ELFRA99R","ESPEJO LAT RANGER 99-03 SIN CONTROL DER *","14ESP","FORD","MTW","S","LIBRE","PZA","PZA","PZA",600,0,,
"ELFSD99L","ESPEJO LAT FORD SUPER DUTY 99-01 SIN CONT IZQ","14ESP","FORD","MTW","S","Libre","PZA","PZA","PZA",2200,0,"01","01"
"ELFSD99R","ESPEJO LAT FORD SUPER DUTY 99-01 SIN CONT DER","14ESP","FORD","MTW","S","Libre","PZA","PZA","PZA",2200,0,"01","01"
"ELFTO89CL","ESPEJO LAT TOPAZ 89-94 CONT MAN CHICOTE CORTO IZQ","14ESP","FORD","MTW","S","Libre","PZA","PZA","PZA",500,0,"01","01"
"ELFTO89CR","ESPEJO LAT TOPAZ 89-94 CONT MAN CHICOTE CORTO DER","14ESP","FORD","MTW","S","Libre","PZA","PZA","PZA",500,0,"01","01"
"ELFTO89EL","ESPEJO LAT TOPAZ 89-94 ELECTRICO IZQ","14ESP","FORD","MTW","S","Libre","PZA","PZA","PZA",700,0,"01","01"
"ELFTO89ER","ESPEJO LAT TOPAZ 89-94 ELECTRICO DER","14ESP","FORD","MTW","S","Libre","PZA","PZA","PZA",700,0,"01","01"
"ELFTO89L","ESPEJO LAT TOPAZ 89-94 SIN CONTROL IZQ","14ESP","FORD","MTW","S","Libre","PZA","PZA","PZA",450,0,"01","01"
"ELFTO89R","ESPEJO LAT TOPAZ 89-94 SIN CONTROL DER","14ESP","FORD","MTW","S","Libre","PZA","PZA","PZA",450,0,"01","01"
"ELFVA94L","ESPEJO LAT FORD VAN 94-03 SIN CONTROL IZQ","14ESP","FORD","MTW","S","Libre","PZA","PZA","PZA",1200,0,"01","01"
"ELFVA94R","ESPEJO LAT FORD VAN 94-03 SIN CONTROL DER","14ESP","FORD","MTW","S","Libre","PZA","PZA","PZA",1200,0,"01","01"
"ELFWI95EL","ESPEJO LAT WINDSTAR 95-98 ELECTRICO IZQ","14ESP","FORD","MTW","S","Libre","PZA","PZA","PZA",1200,0,"01","01"
"ELFWI95ER","ESPEJO LAT WINDSTAR 95-98 ELECTRICO DER","14ESP","FORD","MTW","S","Libre","PZA","PZA","PZA",1200,0,"01","01"
"ELFWI99EL","ESPEJO LAT WINDSTAR 99-03 ELECTRICO IZQ","14ESP","FORD","MTW","S","Libre","PZA","PZA","PZA",1400,0,"01","01"
"ELFWI99ER","ESPEJO LAT WINDSTAR 99-03 ELECTRICO DER","14ESP","FORD","MTW","S","Libre","PZA","PZA","PZA",1400,0,"01","01"
"ELHAC99CL","ESPEJO LAT ACCORD 99-02 CON CONT MANUAL IZQ","14ESP","HONDA",,"S","LIBRE","PZA","PZA","PZA",700,0,"01","01"
"ELHAC99CR","ESPEJO LAT ACCORD 99-02 CON CONT MANUAL DER","14ESP","HONDA",,"S","LIBRE","PZA","PZA","PZA",700,0,"01","01"
"ELHAC99EL","ESPEJO LAT ACCORD 99-03 ELECTRICO IZQ","14ESP","HONDA",,"S","LIBRE","PZA","PZA","PZA",900,0,"01","01"
"ELHAC99ER","ESPEJO LAT ACCORD 99-03 ELECTRICO DER","14ESP","HONDA",,"S","LIBRE","PZA","PZA","PZA",900,0,"01","01"
"ELHCI96CL","ESPEJO LAT CIVIC 96-00 4 PTAS CON CONT MAN IZQ","14ESP","HONDA",,"S","LIBRE","PZA","PZA","PZA",700,0,"01","01"
"ELHCI96CR","ESPEJO LAT CIVIC 96-00 4 PTAS CON CONT MAN DER","14ESP","HONDA",,"S","LIBRE","PZA","PZA","PZA",700,0,"01","01"
"ELHCI96EL","ESPEJO LAT CIVIC 96-00 4 PTAS ELECTRICO IZQ","14ESP","HONDA",,"S","LIBRE","PZA","PZA","PZA",800,0,"01","01"
"ELHCI96ER","ESPEJO LAT CIVIC 96-00 4 PTAS ELECTRICO DER","14ESP","HONDA",,"S","LIBRE","PZA","PZA","PZA",800,0,"01","01"
"ELMPU86NL","ESPEJO LAT MAZDA PU 86-93 NEGRO SIN CONTROL IZQ","14ESP","MAZ","MTW","S","Libre","PZA","PZA","PZA",160,0,"01","01"
"ELMPU86NR","ESPEJO LAT MAZDA PU 86-93 NEGRO SIN CONTROL DER","14ESP","MAZ","MTW","S","Libre","PZA","PZA","PZA",160,0,"01","01"
"ELMPU94NL","ESPEJO LAT MAZDA PU 94-97 NEGRO SIN CONTROL IZQ ***","14ESP","MAZ","MTW","S","LIBRE","PZA","PZA","PZA",400,0,,
"ELMPU94NR","ESPEJO LAT MAZDA PU 94-97 NEGRO SIN CONTROL DER ***","14ESP","MAZ","MTW","S","LIBRE","PZA","PZA","PZA",400,0,,
"ELNMA96EDL","ESPEJO LAT MAXIMA 96-99 ELECT C/DESEMP IZQ","14ESP","NISSA","MTW","S","LIBRE","PZA","PZA","PZA",1100,0,,
"ELNMA96EDR","ESPEJO LAT MAXIMA 96-99 ELECT C/DESEMP DER","14ESP","NISSA","MTW","S","LIBRE","PZA","PZA","PZA",1100,0,,
"ELNMA96EL","ESPEJO LAT MAXIMA 96-99 ELECT S/DESEMP IZQ","14ESP","NISSA","MTW","S","LIBRE","PZA","PZA","PZA",1000,0,,
"ELNMA96ER","ESPEJO LAT MAXIMA 96-99 ELECT S/DESEMP DER","14ESP","NISSA","MTW","S","LIBRE","PZA","PZA","PZA",1000,0,,
"ELNPL02CL","ESPEJO LAT PLATINA / CLIO 02-03 CON CONT MAN IZQ","14ESP","NISSA","MTW","S","Libre","PZA","PZA","PZA",600,0,"01","01"
"ELNPL02CR","ESPEJO LAT PLATINA / CLIO 02-03 CON CONT MAN DER","14ESP","NISSA","MTW","S","Libre","PZA","PZA","PZA",600,0,"01","01"
"ELNPL02EL","ESPEJO LAT PLATINA / CLIO 02-03 ELECTRICO IZQ","14ESP","NISSA","MTW","S","Libre","PZA","PZA","PZA",800,0,"01","01"
"ELNPL02ER","ESPEJO LAT PLATINA / CLIO 02-03 ELECTRICO DER","14ESP","NISSA","MTW","S","Libre","PZA","PZA","PZA",800,0,"01","01"
"ELNPU86CL","ESPEJO LAT NISSAN PU 86-88 D-21 CROMADO IZQ","14ESP","NISSA","MTW","S","LIBRE","PZA","PZA","PZA",130,0,,
"ELNPU86CR","ESPEJO LAT NISSAN PU 86-88 D-21 CROMADO DER","14ESP","NISSA","MTW","S","LIBRE","PZA","PZA","PZA",130,0,,
"ELNPU94CL","ESPEJO LAT NISSAN PU 94-03 D21 CROM S/CONT IZQ","14ESP","NISSA","MTW","S","Libre","PZA","PZA","PZA",180,0,"01","01"
"ELNPU94CR","ESPEJO LAT NISSAN PU 94-03 D21 CROM S/CONT DER","14ESP","NISSA","MTW","S","Libre","PZA","PZA","PZA",180,0,"01","01"
"ELNPU94NL","ESPEJO LAT NISSAN PU 94-03 D21 NEGRO SIN CONT IZQ","14ESP","NISSA","MTW","S","Libre","PZA","PZA","PZA",140,0,"01","01"
"ELNPU94NR","ESPEJO LAT NISSAN PU 94-03 D21 NEGR0 SIN CONT DER","14ESP","NISSA","MTW","S","Libre","PZA","PZA","PZA",140,0,"01","01"
"ELNQU96EL","ESPEJO LAT QUEST / VILLAGER 96-98 ELECTRICO IZQ","14ESP","NISSA","MTW","S","Libre","PZA","PZA","PZA",1600,0,"01","01"
"ELNQU96ER","ESPEJO LAT QUEST / VILLAGER 96-98 ELECTRICO DER","14ESP","NISSA","MTW","S","Libre","PZA","PZA","PZA",1600,0,"01","01"
"ELNQU99EL","ESPEJO LAT QUEST / VILLAGER 99-02 ELECTRICO IZQ *","14ESP","NISSA","MTW","S","LIBRE","PZA","PZA","PZA",2000,0,,
"ELNQU99ER","ESPEJO LAT QUEST / VILLAGER 99-02 ELECTRICO DER *","14ESP","NISSA","MTW","S","LIBRE","PZA","PZA","PZA",2000,0,,
"ELNSE01CL","ESPEJO LAT SENTRA 01-02 CON CONT MANUAL IZQ","14ESP","NISSA","MTW","S","Libre","PZA","PZA","PZA",600,0,"01","01"
"ELNSE01CR","ESPEJO LAT SENTRA 01-02 CON CONT MANUAL DER","14ESP","NISSA","MTW","S","Libre","PZA","PZA","PZA",600,0,"01","01"
"ELNSE01EL","ESPEJO LAT SENTRA 01-03 ELECTRICO IZQ","14ESP","NISSA",,"S","LIBRE","PZA","PZA","PZA",900,0,"01","01"
"ELNSE01ER","ESPEJO LAT SENTRA 01-03 ELECTRICO DER","14ESP","NISSA",,"S","LIBRE","PZA","PZA","PZA",900,0,"01","01"
"ELNSE96EL","ESPEJO LAT SENTRA 96-00/LUCINO 96-98 ELECT IZQ","14ESP","NISSA","MTW","S","LIBRE","PZA","PZA","PZA",900,0,,
"ELNSE96ER","ESPEJO LAT SENTRA 96-00/LUCINO 96-98 ELECT DER","14ESP","NISSA","MTW","S","LIBRE","PZA","PZA","PZA",900,0,,
"ELNSE96L","ESPEJO LAT SENTRA 96-00/LUCINO 96-98 SIN CONT IZQ","14ESP","NISSA","MTW","S","Libre","PZA","PZA","PZA",300,0,"01","01"
"ELNSE96R","ESPEJO LAT SENTRA 96-00/LUCINO 96-98 SIN CONT DER","14ESP","NISSA","MTW","S","Libre","PZA","PZA","PZA",300,0,"01","01"
"ELNT1842PL","ESPEJO LAT TSURU I 2 PTAS 84-87 CON CONT MAN IZQ","14ESP","NISSA","MTW","S","Libre","PZA","PZA","PZA",140,0,"01","01"
"ELNT1842PR","ESPEJO LAT TSURU I 2 PTAS 84-87 CON CONT MAN DER","14ESP","NISSA","MTW","S","Libre","PZA","PZA","PZA",140,0,"01","01"
"ELNT1844PL","ESPEJO LAT TSURU I 4 PTAS 84-87 SIN CONTROL IZQ","14ESP","NISSA","MTW","S","Libre","PZA","PZA","PZA",140,0,"01","01"
"ELNT1844PR","ESPEJO LAT TSURU I 4 PTAS 84-87 SIN CONTROL DER","14ESP","NISSA","MTW","S","Libre","PZA","PZA","PZA",140,0,"01","01"
"ELNT288L","ESPEJO LAT TSURU II 88-91 SIN CONTROL IZQ","14ESP","NISSA","MTW","S","Libre","PZA","PZA","PZA",140,0,"01","01"
"ELNT288R","ESPEJO LAT TSURU II 88-91 SIN CONTROL DER","14ESP","NISSA","MTW","S","Libre","PZA","PZA","PZA",140,0,"01","01"
"ELNT392EL","ESPEJO LAT TSURU 92-03 ELECT IZQ","14ESP","NISSA","MTW","S","LIBRE","PZA","PZA","PZA",600,0,,
"ELNT392ER","ESPEJO LAT TSURU 92-03 ELECT DER","14ESP","NISSA","MTW","S","LIBRE","PZA","PZA","PZA",600,0,,
"ELNTS94L","ESPEJO LAT TSUBAME 94-02 SIN CONTROL IZQ","14ESP","NISSA","MTW","S","Libre","PZA","PZA","PZA",400,0,"01","01"
"ELNTS94R","ESPEJO LAT TSUBAME 94-02 SIN CONTROL DER","14ESP","NISSA","MTW","S","Libre","PZA","PZA","PZA",400,0,"01","01"
"ELP20601CL","*ESPEJO LAT PEUGEOT 206 01-03 CON CONT MAN IZQ","14ESP","PEUG","MTW","S","LIBRE","PZA","PZA","PZA",0,0,,
"ELP20601CR","*ESPEJO LAT PEUGEOT 206 01-03 CON CONT MAN DER","14ESP","PEUG","MTW","S","LIBRE","PZA","PZA","PZA",0,0,,
"ELP20601EL","*ESPEJO LAT PEUGEOT 206 01-03 ELECT CON DESP IZQ","14ESP","PEUG","MTW","S","LIBRE","PZA","PZA","PZA",0,0,,
"ELP20601ER","*ESPEJO LAT PEUGEOT 206 01-03 ELECT CON DESP DER","14ESP","PEUG","MTW","S","LIBRE","PZA","PZA","PZA",0,0,,
"ELTPU84CL","ESPEJO LAT TOYOTA PU 84-88 CROMADO S/CONTROL IZQ","14ESP","TOYO","MTW","S","Libre","PZA","PZA","PZA",110,0,"01","01"
"ELTPU84CR","ESPEJO LAT TOYOTA PU 84-88 CROMADO S/CONTROL DER","14ESP","TOYO","MTW","S","Libre","PZA","PZA","PZA",110,0,"01","01"
"ELTPU84NL","ESPEJO LAT TOYOTA PU 84-88 NEGRO SIN CONT IZQ","14ESP","TOYO","MTW","S","Libre","PZA","PZA","PZA",60,0,"01","01"
"ELTPU84NR","ESPEJO LAT TOYOTA PU 84-88 NEGRO SIN CONT DER","14ESP","TOYO","MTW","S","Libre","PZA","PZA","PZA",60,0,"01","01"
"ELTPU89CL","ESPEJO LAT TOYOTA PU 89-95 CROMADO SIN CONT IZQ","14ESP","TOYO","MTW","S","Libre","PZA","PZA","PZA",110,0,"01","01"
"ELTPU89CR","ESPEJO LAT TOYOTA PU 89-95 CROMADO SIN CONT DER","14ESP","TOYO","MTW","S","Libre","PZA","PZA","PZA",110,0,"01","01"
"ELTPU89NL","ESPEJO LAT TOYOTA PU 89-95 NEGRO SIN CONT IZQ","14ESP","TOYO","MTW","S","Libre","PZA","PZA","PZA",100,0,"01","01"
"ELTPU89NR","ESPEJO LAT TOYOTA PU 89-95 NEGRO SIN CONT DER","14ESP","TOYO","MTW","S","Libre","PZA","PZA","PZA",100,0,"01","01"
"ELVGO88CL","ESPEJO LAT GOLF / JETTA 88-92 CON CONT MAN IZQ","14ESP","VW","MTW","S","Libre","PZA","PZA","PZA",400,0,"01","01"
"ELVGO88CR","ESPEJO LAT GOLF / JETTA 88-92 CON CONT MAN DER","14ESP","VW","MTW","S","Libre","PZA","PZA","PZA",400,0,"01","01"
"ELVGO88L","ESPEJO LAT GOLF / JETTA 88-92 SIN CONTROL IZQ","14ESP","VW","MTW","S","Libre","PZA","PZA","PZA",320,0,"01","01"
"ELVGO88R","ESPEJO LAT GOLF / JETTA 88-92 SIN CONTROL DER","14ESP","VW","MTW","S","Libre","PZA","PZA","PZA",320,0,"01","01"
"ELVGO93CL","ESPEJO LAT GOLF / JETTA 93-98 CON CONT MAN IZQ","14ESP","VW","MTW","S","Libre","PZA","PZA","PZA",500,0,"01","01"
"ELVGO93CR","ESPEJO LAT GOLF / JETTA 93-98 CON CONT MAN DER","14ESP","VW","MTW","S","Libre","PZA","PZA","PZA",500,0,"01","01"
"ELVJE99CL","ESPEJO LAT JETTA 99-04 / GOLF 00-04 C/CON MAN IZQ","14ESP","VW","MTW","S","LIBRE","PZA","PZA","PZA",800,0,,
"ELVJE99CR","ESPEJO LAT JETTA 99-04 / GOLF 00-04 C/CON MAN DER","14ESP","VW","MTW","S","LIBRE","PZA","PZA","PZA",800,0,,
"ELVJE99EL","ESPEJO LAT JETTA 99-04 / GOLF 00-04  ELECTRICO IZQ","14ESP","VW","MTW","S","LIBRE","PZA","PZA","PZA",1000,0,,
"ELVJE99ER","ESPEJO LAT JETTA 99-04 / GOLF 00-04  ELECTRICO DER","14ESP","VW","MTW","S","LIBRE","PZA","PZA","PZA",1000,0,,
"ELVPO00CL4","ESPEJO LAT POINTER 00-03 4P C/CONT MAN P/PINT TW IZQ","14ESP","VW","MTW","S","LIBRE","PZA","PZA","PZA",650,0,,
"ELVPO00CR4","ESPEJO LAT POINTER 00-03 4P C/CONT MAN P/PINT TW DER","14ESP","VW","MTW","S","LIBRE","PZA","PZA","PZA",650,0,,
"ESCPU92L","ZBaja  EXTENCION SALP CHEV PU 92-93 IZQ","22TSU","CHEV","MTW","S","Libre","PZA","PZA","PZA",160,0,"01","01"
"ESCPU92R","ZBaja  EXTENCION SALP CHEV PU 92-93 DER","22TSU","CHEV","MTW","S","Libre","PZA","PZA","PZA",160,0,"01","01"
"ESCPU94L","EXTENCION SALP CHEV PU 94-98 IZQ","22TSU","CHEV","MTW","S","Libre","PZA","PZA","PZA",100,0,"01","01"
"ESCPU94R","EXTENCION SALP CHEV PU 94-98 DER","22TSU","CHEV","MTW","S","Libre","PZA","PZA","PZA",100,0,"01","01"
"EUCLU97","EUROGUARD LUV 97-03 NEGRO C/TOPE HULE","71EGD","CHEV","MTW","S","Libre","PZA","PZA","PZA",2800,0,"01","01"
"EUCPU03","EUROGUARD CHEV PU 03-04 NEGRO C/TOPE HULE","71EGD","CHEV","MNL","S","LIBRE","PZA","PZA","PZA",4400,0,,
"EUCPU04","ZBAJA","71EGD","CHEV","MNL","S","LIBRE","PZA","PZA","PZA",0,0,,
"EUCPU92","EUROGUARD CHEV PU 92-98 NEGRO C/TOPE HULE","71EGD","CHEV","MTW","S","Libre","PZA","PZA","PZA",4400,0,"01","01"
"EUCPU99","EUROGUARD CHEV PU 99-02 NEGRO C/TOPE HULE","71EGD","CHEV","MTW","S","Libre","PZA","PZA","PZA",4400,0,"01","01"
"EUDGC99","EUROGUARD GRAND CHEROKEE 99-03 C/TOPE HULE","71EGD","DODG","MTW","S","Libre","PZA","PZA","PZA",4400,0,"01","01"
"EUDPU94","EUROGUARD DODGE PU 94-02 NEGRO C/TOPE HULE","71EGD","DODG","MTW","S","Libre","PZA","PZA","PZA",4400,0,"01","01"
"EUDVA98","EUROGUARD DODGE VAN RAM 98-03 NEGRO C/TOPE HULE","71EGD","DODG","MTW","S","Libre","PZA","PZA","PZA",4400,0,"01","01"
"EUFCU01","EUROGUARD FORD COURIER 01-03 C/TOPE HULE","71EGD","FORD","MTW","S","Libre","PZA","PZA","PZA",2800,0,"01","01"
"EUFEC01G","EUROGUARD FORD ESCAPE 01-03 GRIS C/TOPE HULE","71EGD","FORD","MTW","S","Libre","PZA","PZA","PZA",4400,0,"01","01"
"EUFEC01N","EUROGUARD FORD ESCAPE 01-03 NEGRO C/TOPE HULE","71EGD","FORD","MTW","S","Libre","PZA","PZA","PZA",4400,0,"01","01"
"EUFEK04N","EUROGUARD ECOSPORT 2004 NEGRO C/TOPE HULE","71EGD","FORD","MNL","S","LIBRE","PZA","PZA","PZA",4000,0,,
"EUFEX02","EUROGUARD EXPLORER 02-03 NEGRO C/TOPE HULE","71EGD","FORD","MTW","S","Libre","PZA","PZA","PZA",4400,0,"01","01"
"EUFPU04","EUROGUARD FORD PU 2004 LOBO NEGRO C/TOPE HULE ***","71EGD","FORD","MNL","S","LIBRE","PZA","PZA","PZA",4400,0,,
"EUFPU99","EUROGUARD FORD PU 99-03 LOBO NEGRO C/TOPE HULE","71EGD","FORD","MTW","S","Libre","PZA","PZA","PZA",4400,0,"01","01"
"EUFRA01","EUROGUARD RANGER 01-03 NEGRO C/TOPE HULE","71EGD","FORD","MTW","S","Libre","PZA","PZA","PZA",4400,0,"01","01"
"EUFSD99","EUROGUARD FORD SUPER DUTY 99-03 NEGRO C/TOPE H","71EGD","FORD","MTW","S","Libre","PZA","PZA","PZA",4400,0,"01","01"
"EUNFR01N","EUROGUARD FRONTIER 01-03 NEGRO C/TOPE HULE","71EGD","NISSA","MTW","S","Libre","PZA","PZA","PZA",4400,0,"01","01"
"EUNFR01P","EUROGUARD FRONTIER 01-03 PLATA C/TOPE HULE","71EGD","NISSA","MTW","S","Libre","PZA","PZA","PZA",4400,0,"01","01"
"EUNPF00N","EUROGUARD PATHFINDER 00-03 NEGRO C/TOPE HULE","71EGD","NISSA","MTW","S","Libre","PZA","PZA","PZA",4400,0,"01","01"
"EUNPF00P","EUROGUARD PATHFINDER 00-03 PLATA C/TOPE HULE","71EGD","NISSA","MTW","S","Libre","PZA","PZA","PZA",4400,0,"01","01"
"EUNPU94","EUROGUARD NISSAN PU 94-03 NEGRO C/TOPE HULE","71EGD","NISSA","MTW","S","Libre","PZA","PZA","PZA",2800,0,"01","01"
"EUNUR02","EUROGUARD URVAN 02-03 NEGRO C/TOPE HULE","71EGD","NISSA","MTW","S","Libre","PZA","PZA","PZA",4400,0,"01","01"
"EUNXL03N","EUROGUARD XTRAIL 03-04 NEGRO C/TOPE HULE ***","71EGD","NISSA","MNL","S","LIBRE","PZA","PZA","PZA",4400,0,,
"EUNXT02N","EUROGUARD XTERRA 02-03 NEGRO C/TOPE HULE","71EGD","NISSA","MTW","S","Libre","PZA","PZA","PZA",4400,0,"01","01"
"EUNXT02P","EUROGUARD XTERRA 02-03 PLATA C/TOPE HULE","71EGD","NISSA","MTW","S","Libre","PZA","PZA","PZA",4400,0,"01","01"
"F13Z-8146A","MOTOVENT TOPAZ 88-94 P/RAD COMPLETO","19MV","FORD","MTW","S","LIBRE","PZA","PZA","PZA",1800,0,,
"F265465Y67","MOLD FARO TSURU III 94-96 Y 01-03 DER","27MLD","NISSA","MTW","S","Libre","PZA","PZA","PZA",80,0,"01","01"
"F265565Y67","MOLD FARO TSURU III 94-96 Y 01-03 IZQ","27MLD","NISSA","MTW","S","Libre","PZA","PZA","PZA",80,0,"01","01"
"F2AZ16796A","BISAGRA COFRE GRAND MARQUIS 92-97 DER","34BCF","FORD","MTW","S","Libre","PZA","PZA","PZA",250,0,"01","01"
"F2AZ16797A","BISAGRA COFRE GRAND MARQUIS 92-97 IZQ","34BCF","FORD","MTW","S","Libre","PZA","PZA","PZA",250,0,"01","01"
"F2TZ16700A","CHAPA COFRE FORD PU 87-96","35CHP","FORD","MTW","S","Libre","PZA","PZA","PZA",400,0,"01","01"
"F2TZ16796A","BISAGRA COFRE FORD PU 92-96 S/ESPIRAL DER","34BCF","FORD","MTW","S","Libre","PZA","PZA","PZA",300,0,"01","01"
"F2TZ16797A","BISAGRA COFRE FORD PU 92-96 S/ESPIRAL IZQ","34BCF","FORD","MTW","S","Libre","PZA","PZA","PZA",300,0,"01","01"
"F4TZ16826A","BISAGRA COFRE FORD PU 92-96 C/ESPIRAL DER","34BCF","FORD","MTW","S","Libre","PZA","PZA","PZA",300,0,"01","01"
"F4TZ16826B","BISAGRA COFRE FORD PU 92-96 C/ESPIRAL IZQ","34BCF","FORD","MTW","S","Libre","PZA","PZA","PZA",300,0,"01","01"
"F55U04","BEDLINER FORD PU 2004 CREW CAB 5.5 S/RIEL","70BLI","FORD","MTW","S","LIBRE","PZA","PZA","PZA",2600,0,,
"F5AZ-8C607B","MOTOVENT GRAND MARQUIS 95-97 P/RAD COMPLETO","19MV","FORD","MTW","S","LIBRE","PZA","PZA","PZA",3500,0,,
"F5CZ-8C607A","MOTOVENT ESCORT 93-96 1.8L 1.9L P/RAD P/ A/A COMPLETO","19MV","FORD","MTW","S","LIBRE","PZA","PZA","PZA",2000,0,,
"F5CZ-8C607BA","MOTOVENT ESCORT 98-99  P/RAD P/ A/A COMPLETO","19MV","FORD","MTW","S","LIBRE","PZA","PZA","PZA",2000,0,,
